area_code,inventory,market_size,market,number_of_records,product_line,product_type,product,state,type,order_date_mdy,order_date_dmy,budget_cogs,budget_margin,budget_profit,budget_sales,cogs,margin,marketing,profit,sales,total_expenses,row_id,order_month
816,219,Small Market,Central,1,Leaves,Tea,Earl Grey,Missouri,Regular,2017-08-27,2017-08-27,30.00,40.00,0.00,70.00,40.00,49.00,15.00,1.00,88.00,45.00,3321,2017-08-01
719,513,Major Market,Central,1,Leaves,Herbal Tea,Lemon,Colorado,Decaf,2015-11-21,2015-11-21,30.00,40.00,0.00,70.00,37.00,52.00,33.00,-14.00,88.00,58.00,3322,2015-11-01
580,484,Small Market,South,1,Beans,Espresso,Caffe Mocha,Oklahoma,Regular,2015-08-31,2015-08-31,10.00,20.00,20.00,30.00,16.00,25.00,4.00,14.00,41.00,14.00,3323,2015-08-01
707,608,Major Market,West,1,Leaves,Tea,Earl Grey,California,Regular,2017-07-08,2017-07-08,60.00,90.00,80.00,150.00,94.00,136.00,26.00,135.00,228.00,35.00,3324,2017-07-01
715,622,Small Market,Central,1,Leaves,Tea,Earl Grey,Wisconsin,Regular,2017-08-27,2017-08-27,40.00,50.00,0.00,90.00,47.00,66.00,42.00,-8.00,112.00,67.00,3325,2017-08-01
312,554,Major Market,Central,1,Leaves,Herbal Tea,Lemon,Illinois,Decaf,2016-05-04,2016-05-04,40.00,60.00,40.00,100.00,52.00,68.00,17.00,54.00,119.00,27.00,3326,2016-05-01
971,513,Small Market,West,1,Beans,Coffee,Amaretto,Oregon,Regular,2017-12-08,2017-12-08,40.00,70.00,20.00,110.00,37.00,52.00,33.00,-15.00,88.00,59.00,3327,2017-12-01
949,668,Major Market,West,1,Leaves,Tea,Green Tea,California,Regular,2016-08-09,2016-08-09,30.00,50.00,20.00,80.00,52.00,79.00,17.00,41.00,130.00,46.00,3328,2016-08-01
417,252,Small Market,Central,1,Leaves,Tea,Green Tea,Missouri,Regular,2017-08-27,2017-08-27,30.00,40.00,0.00,70.00,36.00,46.00,13.00,0.00,81.00,43.00,3329,2017-08-01
513,865,Major Market,Central,1,Leaves,Herbal Tea,Lemon,Ohio,Decaf,2018-05-29,2018-05-29,10.00,30.00,30.00,40.00,22.00,33.00,6.00,22.00,55.00,16.00,3330,2018-05-01
435,1064,Small Market,West,1,Beans,Coffee,Amaretto,Utah,Regular,2017-12-08,2017-12-08,60.00,70.00,40.00,130.00,50.00,60.00,15.00,33.00,109.00,33.00,3331,2017-12-01
959,894,Small Market,East,1,Leaves,Tea,Darjeeling,Connecticut,Regular,2016-08-13,2016-08-13,30.00,60.00,50.00,90.00,35.00,52.00,9.00,44.00,86.00,19.00,3332,2016-08-01
303,415,Major Market,Central,1,Leaves,Herbal Tea,Mint,Colorado,Decaf,2016-10-17,2016-10-17,30.00,60.00,30.00,90.00,46.00,62.00,15.00,28.00,107.00,39.00,3333,2016-10-01
775,248,Small Market,West,1,Beans,Coffee,Colombian,Nevada,Regular,2017-12-08,2017-12-08,40.00,60.00,20.00,100.00,38.00,48.00,14.00,1.00,85.00,44.00,3334,2017-12-01
603,854,Small Market,East,1,Leaves,Tea,Darjeeling,New Hampshire,Regular,2018-11-05,2018-11-05,20.00,40.00,30.00,60.00,25.00,36.00,7.00,23.00,60.00,18.00,3335,2018-11-01
312,994,Major Market,Central,1,Leaves,Herbal Tea,Mint,Illinois,Decaf,2015-04-23,2015-04-23,110.00,170.00,140.00,280.00,132.00,191.00,36.00,197.00,320.00,45.00,3336,2015-04-01
971,474,Small Market,West,1,Beans,Coffee,Colombian,Oregon,Regular,2015-04-07,2015-04-07,50.00,90.00,40.00,140.00,47.00,67.00,15.00,11.00,113.00,55.00,3337,2015-04-01
712,605,Small Market,Central,1,Beans,Coffee,Decaf Irish Cream,Iowa,Decaf,2017-12-09,2017-12-09,20.00,30.00,20.00,50.00,23.00,31.00,7.00,17.00,54.00,18.00,3338,2017-12-01
860,814,Small Market,East,1,Leaves,Tea,Green Tea,Connecticut,Regular,2017-08-17,2017-08-17,20.00,30.00,20.00,50.00,20.00,31.00,5.00,21.00,51.00,15.00,3339,2017-08-01
786,581,Major Market,East,1,Leaves,Herbal Tea,Chamomile,Florida,Decaf,2015-04-23,2015-04-23,20.00,30.00,20.00,50.00,30.00,39.00,9.00,25.00,68.00,20.00,3340,2015-04-01
435,384,Small Market,West,1,Beans,Coffee,Colombian,Utah,Regular,2015-08-27,2015-08-27,50.00,70.00,40.00,120.00,42.00,56.00,13.00,21.00,97.00,38.00,3341,2015-08-01
314,1070,Small Market,Central,1,Beans,Coffee,Decaf Irish Cream,Missouri,Decaf,2017-12-09,2017-12-09,60.00,70.00,40.00,130.00,60.00,72.00,18.00,44.00,131.00,37.00,3342,2017-12-01
603,559,Small Market,East,1,Leaves,Tea,Green Tea,New Hampshire,Regular,2017-12-26,2017-12-26,0.00,40.00,30.00,40.00,0.00,43.00,0.00,43.00,43.00,11.00,3343,2017-12-01
727,397,Major Market,East,1,Leaves,Herbal Tea,Lemon,Florida,Decaf,2015-04-23,2015-04-23,40.00,60.00,30.00,100.00,63.00,77.00,23.00,28.00,139.00,53.00,3344,2015-04-01
425,454,Small Market,West,1,Beans,Coffee,Colombian,Washington,Regular,2015-08-27,2015-08-27,100.00,160.00,120.00,260.00,86.00,125.00,27.00,105.00,209.00,46.00,3345,2015-08-01
262,575,Small Market,Central,1,Beans,Coffee,Decaf Irish Cream,Wisconsin,Decaf,2017-11-13,2017-11-13,100.00,130.00,80.00,230.00,97.00,130.00,32.00,98.00,225.00,55.00,3346,2017-11-01
702,1742,Small Market,West,1,Leaves,Tea,Darjeeling,Nevada,Regular,2015-09-23,2015-09-23,190.00,270.00,190.00,460.00,291.00,387.00,96.00,356.00,672.00,120.00,3347,2015-09-01
978,414,Major Market,East,1,Leaves,Herbal Tea,Lemon,Massachusetts,Decaf,2015-04-23,2015-04-23,30.00,50.00,20.00,80.00,49.00,60.00,18.00,12.00,108.00,47.00,3348,2015-04-01
775,516,Small Market,West,1,Beans,Espresso,Caffe Latte,Nevada,Regular,2015-08-27,2015-08-27,0.00,40.00,30.00,40.00,0.00,43.00,0.00,44.00,43.00,10.00,3349,2015-08-01
563,559,Small Market,Central,1,Beans,Espresso,Decaf Espresso,Iowa,Decaf,2015-11-14,2015-11-14,0.00,50.00,40.00,50.00,0.00,43.00,0.00,43.00,43.00,11.00,3350,2015-11-01
503,486,Small Market,West,1,Leaves,Tea,Darjeeling,Oregon,Regular,2015-09-23,2015-09-23,10.00,10.00,10.00,20.00,18.00,26.00,5.00,12.00,44.00,16.00,3351,2015-09-01
212,1565,Major Market,East,1,Leaves,Herbal Tea,Lemon,New York,Decaf,2018-04-30,2018-04-30,210.00,290.00,180.00,500.00,284.00,369.00,107.00,316.00,647.00,130.00,3352,2018-04-01
541,414,Small Market,West,1,Beans,Espresso,Caffe Latte,Oregon,Regular,2017-10-21,2017-10-21,40.00,60.00,20.00,100.00,49.00,60.00,18.00,12.00,108.00,47.00,3353,2017-10-01
314,845,Small Market,Central,1,Beans,Espresso,Decaf Espresso,Missouri,Decaf,2015-11-17,2015-11-17,40.00,70.00,50.00,110.00,39.00,57.00,10.00,48.00,95.00,20.00,3354,2015-11-01
801,338,Small Market,West,1,Leaves,Tea,Darjeeling,Utah,Regular,2015-07-19,2015-07-19,30.00,60.00,10.00,90.00,59.00,82.00,53.00,0.00,140.00,76.00,3355,2015-07-01
850,1073,Major Market,East,1,Leaves,Herbal Tea,Mint,Florida,Decaf,2017-09-20,2017-09-20,70.00,100.00,70.00,170.00,103.00,123.00,31.00,97.00,224.00,49.00,3356,2017-09-01
435,841,Small Market,West,1,Beans,Espresso,Caffe Latte,Utah,Regular,2017-11-30,2017-11-30,30.00,40.00,30.00,70.00,32.00,48.00,8.00,39.00,79.00,19.00,3357,2017-11-01
715,587,Small Market,Central,1,Beans,Espresso,Decaf Espresso,Wisconsin,Decaf,2015-11-17,2015-11-17,50.00,80.00,60.00,130.00,50.00,65.00,16.00,50.00,114.00,27.00,3358,2015-11-01
360,380,Small Market,West,1,Leaves,Tea,Darjeeling,Washington,Regular,2015-07-19,2015-07-19,20.00,50.00,30.00,70.00,39.00,65.00,12.00,40.00,103.00,33.00,3359,2015-07-01
718,3422,Major Market,East,1,Leaves,Herbal Tea,Mint,New York,Decaf,2017-09-20,2017-09-20,230.00,-140.00,-230.00,90.00,311.00,-187.00,96.00,-420.00,123.00,109.00,3360,2017-09-01
425,581,Small Market,West,1,Beans,Espresso,Caffe Latte,Washington,Regular,2018-09-05,2018-09-05,20.00,40.00,30.00,60.00,30.00,39.00,9.00,23.00,68.00,20.00,3361,2018-09-01
860,388,Small Market,East,1,Beans,Espresso,Decaf Espresso,Connecticut,Decaf,2015-11-17,2015-11-17,40.00,50.00,20.00,90.00,43.00,57.00,14.00,22.00,99.00,38.00,3362,2015-11-01
702,1819,Small Market,West,1,Leaves,Tea,Earl Grey,Nevada,Regular,2015-07-19,2015-07-19,170.00,190.00,130.00,360.00,266.00,266.00,74.00,232.00,527.00,91.00,3363,2015-07-01
702,851,Small Market,West,1,Beans,Espresso,Caffe Mocha,Nevada,Regular,2016-07-02,2016-07-02,20.00,40.00,30.00,60.00,25.00,38.00,7.00,26.00,62.00,18.00,3364,2016-07-01
817,415,Major Market,South,1,Leaves,Herbal Tea,Chamomile,Texas,Decaf,2017-09-20,2017-09-20,40.00,60.00,30.00,100.00,46.00,62.00,15.00,26.00,107.00,40.00,3365,2017-09-01
504,870,Small Market,South,1,Beans,Coffee,Decaf Irish Cream,Louisiana,Decaf,2017-03-04,2017-03-04,70.00,110.00,90.00,180.00,59.00,85.00,16.00,80.00,143.00,25.00,3366,2017-03-01
971,415,Small Market,West,1,Beans,Espresso,Caffe Mocha,Oregon,Regular,2016-07-02,2016-07-02,40.00,60.00,30.00,100.00,46.00,62.00,15.00,26.00,107.00,40.00,3367,2016-07-01
541,822,Small Market,West,1,Leaves,Tea,Earl Grey,Oregon,Regular,2015-07-19,2015-07-19,70.00,120.00,80.00,190.00,114.00,172.00,37.00,144.00,283.00,63.00,3368,2015-07-01
505,1334,Small Market,South,1,Beans,Coffee,Decaf Irish Cream,New Mexico,Decaf,2015-10-11,2015-10-11,150.00,60.00,10.00,210.00,120.00,49.00,37.00,-15.00,167.00,56.00,3369,2015-10-01
435,581,Small Market,West,1,Beans,Espresso,Caffe Mocha,Utah,Regular,2016-07-02,2016-07-02,70.00,90.00,60.00,160.00,77.00,99.00,25.00,86.00,174.00,34.00,3370,2016-07-01
210,428,Major Market,South,1,Leaves,Herbal Tea,Lemon,Texas,Decaf,2017-09-20,2017-09-20,30.00,50.00,30.00,80.00,34.00,51.00,10.00,26.00,84.00,30.00,3371,2017-09-01
801,258,Small Market,West,1,Leaves,Tea,Earl Grey,Utah,Regular,2018-09-07,2018-09-07,20.00,50.00,30.00,70.00,44.00,59.00,14.00,23.00,102.00,39.00,3372,2018-09-01
918,868,Small Market,South,1,Beans,Coffee,Decaf Irish Cream,Oklahoma,Decaf,2015-10-11,2015-10-11,20.00,50.00,40.00,70.00,23.00,34.00,6.00,22.00,56.00,17.00,3373,2015-10-01
360,397,Small Market,West,1,Beans,Espresso,Caffe Mocha,Washington,Regular,2016-07-02,2016-07-02,60.00,70.00,20.00,130.00,63.00,77.00,23.00,28.00,139.00,53.00,3374,2016-07-01
916,994,Major Market,West,1,Leaves,Herbal Tea,Chamomile,California,Decaf,2017-09-20,2017-09-20,110.00,170.00,140.00,280.00,132.00,191.00,36.00,197.00,320.00,45.00,3375,2017-09-01
225,462,Small Market,South,1,Beans,Espresso,Decaf Espresso,Louisiana,Decaf,2015-05-22,2015-05-22,30.00,40.00,20.00,70.00,36.00,54.00,11.00,29.00,89.00,31.00,3376,2015-05-01
515,1714,Small Market,Central,1,Leaves,Herbal Tea,Chamomile,Iowa,Decaf,2016-07-02,2016-07-02,250.00,350.00,250.00,600.00,295.00,392.00,97.00,362.00,681.00,121.00,3377,2016-07-01
818,1296,Major Market,West,1,Leaves,Herbal Tea,Lemon,California,Decaf,2017-09-02,2017-09-02,260.00,330.00,240.00,590.00,311.00,367.00,96.00,344.00,672.00,110.00,3378,2017-09-01
505,258,Small Market,South,1,Beans,Espresso,Decaf Espresso,New Mexico,Decaf,2015-05-22,2015-05-22,30.00,50.00,20.00,80.00,44.00,59.00,14.00,25.00,102.00,38.00,3379,2015-05-01
213,554,Major Market,West,1,Leaves,Herbal Tea,Mint,California,Decaf,2017-09-02,2017-09-02,40.00,60.00,40.00,100.00,52.00,68.00,17.00,52.00,119.00,28.00,3380,2017-09-01
636,332,Small Market,Central,1,Leaves,Herbal Tea,Chamomile,Missouri,Decaf,2018-09-24,2018-09-24,50.00,80.00,20.00,130.00,63.00,88.00,57.00,3.00,150.00,80.00,3381,2018-09-01
509,462,Small Market,West,1,Leaves,Tea,Earl Grey,Washington,Regular,2017-05-06,2017-05-06,20.00,40.00,30.00,60.00,36.00,54.00,11.00,28.00,89.00,32.00,3382,2017-05-01
405,822,Small Market,South,1,Beans,Espresso,Decaf Espresso,Oklahoma,Decaf,2015-07-15,2015-07-15,90.00,150.00,100.00,240.00,114.00,172.00,37.00,142.00,283.00,64.00,3383,2015-07-01
720,414,Major Market,Central,1,Leaves,Tea,Darjeeling,Colorado,Regular,2016-04-27,2016-04-27,40.00,50.00,10.00,90.00,49.00,60.00,18.00,12.00,108.00,47.00,3384,2016-04-01
414,366,Small Market,Central,1,Leaves,Herbal Tea,Chamomile,Wisconsin,Decaf,2018-09-24,2018-09-24,40.00,70.00,50.00,110.00,47.00,79.00,14.00,57.00,125.00,35.00,3385,2018-09-01
775,5230,Small Market,West,1,Leaves,Tea,Green Tea,Nevada,Regular,2017-05-06,2017-05-06,170.00,-170.00,-250.00,0.00,270.00,-270.00,102.00,-522.00,27.00,126.00,3386,2017-05-01
702,1010,Small Market,West,1,Beans,Coffee,Decaf Irish Cream,Nevada,Decaf,2015-07-15,2015-07-15,40.00,50.00,30.00,90.00,34.00,41.00,10.00,12.00,74.00,30.00,3387,2015-07-01
312,598,Major Market,Central,1,Leaves,Tea,Darjeeling,Illinois,Regular,2016-04-27,2016-04-27,80.00,130.00,100.00,210.00,100.00,145.00,28.00,145.00,243.00,37.00,3388,2016-04-01
515,817,Small Market,Central,1,Leaves,Herbal Tea,Lemon,Iowa,Decaf,2018-09-24,2018-09-24,130.00,200.00,150.00,330.00,154.00,222.00,49.00,208.00,373.00,66.00,3389,2018-09-01
541,692,Small Market,West,1,Leaves,Tea,Green Tea,Oregon,Regular,2016-06-04,2016-06-04,90.00,130.00,90.00,220.00,141.00,195.00,43.00,178.00,333.00,61.00,3390,2016-06-01
541,432,Small Market,West,1,Beans,Coffee,Decaf Irish Cream,Oregon,Decaf,2016-12-27,2016-12-27,40.00,60.00,40.00,100.00,34.00,51.00,10.00,25.00,84.00,31.00,3391,2016-12-01
614,810,Major Market,Central,1,Leaves,Tea,Darjeeling,Ohio,Regular,2016-09-06,2016-09-06,90.00,160.00,100.00,250.00,114.00,172.00,37.00,142.00,283.00,64.00,3392,2016-09-01
435,219,Small Market,West,1,Leaves,Tea,Green Tea,Utah,Regular,2016-06-04,2016-06-04,20.00,40.00,20.00,60.00,40.00,49.00,15.00,1.00,88.00,45.00,3393,2016-06-01
435,613,Small Market,West,1,Beans,Coffee,Decaf Irish Cream,Utah,Decaf,2016-02-09,2016-02-09,90.00,120.00,70.00,210.00,76.00,93.00,28.00,43.00,167.00,58.00,3394,2016-02-01
816,1439,Small Market,Central,1,Leaves,Herbal Tea,Lemon,Missouri,Decaf,2017-08-08,2017-08-08,100.00,20.00,-20.00,120.00,120.00,19.00,37.00,-57.00,138.00,56.00,3395,2017-08-01
720,1046,Major Market,Central,1,Leaves,Tea,Earl Grey,Colorado,Regular,2017-05-28,2017-05-28,30.00,50.00,20.00,80.00,41.00,50.00,12.00,22.00,90.00,32.00,3396,2017-05-01
360,622,Small Market,West,1,Leaves,Tea,Green Tea,Washington,Regular,2016-12-13,2016-12-13,30.00,40.00,0.00,70.00,47.00,66.00,42.00,-7.00,112.00,66.00,3397,2016-12-01
206,717,Small Market,West,1,Beans,Coffee,Decaf Irish Cream,Washington,Decaf,2018-05-08,2018-05-08,150.00,220.00,100.00,370.00,124.00,173.00,112.00,43.00,294.00,132.00,3398,2018-05-01
262,864,Small Market,Central,1,Leaves,Herbal Tea,Lemon,Wisconsin,Decaf,2017-08-08,2017-08-08,50.00,80.00,70.00,130.00,63.00,91.00,17.00,87.00,153.00,26.00,3399,2017-08-01
815,662,Major Market,Central,1,Leaves,Tea,Earl Grey,Illinois,Regular,2017-05-28,2017-05-28,40.00,70.00,30.00,110.00,52.00,79.00,17.00,41.00,130.00,46.00,3400,2017-05-01
720,994,Major Market,Central,1,Beans,Coffee,Decaf Irish Cream,Colorado,Decaf,2016-12-13,2016-12-13,130.00,200.00,160.00,330.00,132.00,191.00,36.00,199.00,320.00,44.00,3401,2016-12-01
775,808,Small Market,West,1,Beans,Espresso,Decaf Espresso,Nevada,Decaf,2018-11-02,2018-11-02,10.00,30.00,20.00,40.00,20.00,29.00,5.00,17.00,49.00,16.00,3402,2018-11-01
959,606,Small Market,East,1,Leaves,Herbal Tea,Lemon,Connecticut,Decaf,2017-08-08,2017-08-08,50.00,70.00,30.00,120.00,72.00,88.00,27.00,39.00,159.00,56.00,3403,2017-08-01
419,678,Major Market,Central,1,Leaves,Tea,Earl Grey,Ohio,Regular,2017-05-28,2017-05-28,90.00,150.00,100.00,240.00,116.00,161.00,35.00,142.00,275.00,54.00,3404,2017-05-01
309,817,Major Market,Central,1,Beans,Coffee,Decaf Irish Cream,Illinois,Decaf,2017-07-16,2017-07-16,160.00,230.00,170.00,390.00,154.00,222.00,49.00,207.00,373.00,67.00,3405,2017-07-01
503,1304,Small Market,West,1,Beans,Espresso,Decaf Espresso,Oregon,Decaf,2018-11-02,2018-11-02,130.00,140.00,90.00,270.00,145.00,146.00,40.00,112.00,288.00,60.00,3406,2018-11-01
603,248,Small Market,East,1,Leaves,Herbal Tea,Lemon,New Hampshire,Decaf,2017-09-29,2017-09-29,20.00,40.00,10.00,60.00,38.00,48.00,14.00,1.00,85.00,44.00,3407,2017-09-01
720,587,Major Market,Central,1,Leaves,Tea,Green Tea,Colorado,Regular,2017-05-28,2017-05-28,50.00,80.00,50.00,130.00,68.00,87.00,22.00,73.00,154.00,32.00,3408,2017-05-01
513,513,Major Market,Central,1,Beans,Coffee,Decaf Irish Cream,Ohio,Decaf,2015-01-31,2015-01-31,30.00,60.00,10.00,90.00,37.00,52.00,33.00,-15.00,88.00,59.00,3409,2015-01-01
475,1064,Small Market,East,1,Leaves,Herbal Tea,Mint,Connecticut,Decaf,2017-09-29,2017-09-29,30.00,50.00,30.00,80.00,50.00,60.00,15.00,33.00,109.00,33.00,3410,2017-09-01
435,894,Small Market,West,1,Beans,Espresso,Decaf Espresso,Utah,Decaf,2015-04-05,2015-04-05,30.00,50.00,40.00,80.00,35.00,52.00,9.00,43.00,86.00,20.00,3411,2015-04-01
954,880,Major Market,East,1,Leaves,Tea,Darjeeling,Florida,Regular,2017-05-28,2017-05-28,40.00,80.00,60.00,120.00,46.00,68.00,12.00,61.00,113.00,22.00,3412,2017-05-01
720,662,Major Market,Central,1,Beans,Espresso,Decaf Espresso,Colorado,Decaf,2015-07-09,2015-07-09,60.00,90.00,50.00,150.00,52.00,79.00,17.00,41.00,130.00,46.00,3413,2015-07-01
504,581,Small Market,South,1,Leaves,Herbal Tea,Chamomile,Louisiana,Decaf,2017-09-29,2017-09-29,70.00,100.00,70.00,170.00,77.00,99.00,25.00,84.00,174.00,35.00,3414,2017-09-01
360,1081,Small Market,West,1,Beans,Espresso,Decaf Espresso,Washington,Decaf,2015-04-05,2015-04-05,80.00,100.00,70.00,180.00,86.00,103.00,26.00,77.00,187.00,44.00,3415,2015-04-01
508,865,Major Market,East,1,Leaves,Tea,Darjeeling,Massachusetts,Regular,2016-09-24,2016-09-24,20.00,30.00,20.00,50.00,22.00,33.00,6.00,22.00,55.00,16.00,3416,2016-09-01
847,1797,Major Market,Central,1,Beans,Espresso,Decaf Espresso,Illinois,Decaf,2015-07-09,2015-07-09,300.00,320.00,220.00,620.00,266.00,266.00,74.00,230.00,527.00,92.00,3417,2015-07-01
505,851,Small Market,South,1,Leaves,Herbal Tea,Chamomile,New Mexico,Decaf,2018-04-10,2018-04-10,20.00,40.00,30.00,60.00,25.00,38.00,7.00,26.00,62.00,18.00,3418,2018-04-01
712,854,Small Market,Central,1,Beans,Coffee,Amaretto,Iowa,Regular,2015-04-05,2015-04-05,20.00,40.00,30.00,60.00,25.00,36.00,7.00,23.00,60.00,18.00,3419,2015-04-01
646,994,Major Market,East,1,Leaves,Tea,Darjeeling,New York,Regular,2016-09-24,2016-09-24,130.00,210.00,170.00,340.00,132.00,191.00,36.00,199.00,320.00,44.00,3420,2016-09-01
216,414,Major Market,Central,1,Beans,Espresso,Decaf Espresso,Ohio,Decaf,2016-11-21,2016-11-21,50.00,70.00,20.00,120.00,49.00,60.00,18.00,11.00,108.00,48.00,3421,2016-11-01
918,397,Small Market,South,1,Leaves,Herbal Tea,Chamomile,Oklahoma,Decaf,2018-04-10,2018-04-10,60.00,70.00,20.00,130.00,63.00,77.00,23.00,28.00,139.00,53.00,3422,2018-04-01
262,403,Small Market,Central,1,Beans,Coffee,Amaretto,Wisconsin,Regular,2015-04-05,2015-04-05,60.00,70.00,20.00,130.00,59.00,74.00,22.00,25.00,132.00,52.00,3423,2015-04-01
716,941,Major Market,East,1,Leaves,Tea,Earl Grey,New York,Regular,2018-07-03,2018-07-03,130.00,190.00,150.00,320.00,123.00,178.00,34.00,184.00,298.00,42.00,3424,2018-07-01
561,678,Major Market,East,1,Beans,Coffee,Decaf Irish Cream,Florida,Decaf,2016-11-21,2016-11-21,110.00,150.00,100.00,260.00,116.00,161.00,35.00,141.00,275.00,55.00,3425,2016-11-01
225,606,Small Market,South,1,Leaves,Herbal Tea,Lemon,Louisiana,Decaf,2017-12-18,2017-12-18,60.00,90.00,40.00,150.00,72.00,88.00,27.00,39.00,159.00,56.00,3426,2017-12-01
319,1010,Small Market,Central,1,Beans,Coffee,Colombian,Iowa,Regular,2015-04-05,2015-04-05,30.00,40.00,20.00,70.00,34.00,41.00,10.00,12.00,74.00,30.00,3427,2015-04-01
904,864,Major Market,East,1,Leaves,Tea,Green Tea,Florida,Regular,2018-07-03,2018-07-03,60.00,100.00,80.00,160.00,63.00,91.00,17.00,87.00,153.00,26.00,3428,2018-07-01
904,565,Major Market,East,1,Beans,Espresso,Decaf Espresso,Florida,Decaf,2017-03-25,2017-03-25,90.00,130.00,80.00,220.00,99.00,132.00,32.00,101.00,229.00,55.00,3429,2017-03-01
505,1007,Small Market,South,1,Leaves,Herbal Tea,Lemon,New Mexico,Decaf,2015-06-20,2015-06-20,30.00,50.00,20.00,80.00,41.00,49.00,12.00,21.00,89.00,32.00,3430,2015-06-01
314,613,Small Market,Central,1,Beans,Coffee,Colombian,Missouri,Regular,2015-09-17,2015-09-17,80.00,90.00,40.00,170.00,76.00,93.00,28.00,43.00,167.00,58.00,3431,2015-09-01
781,484,Major Market,East,1,Leaves,Tea,Green Tea,Massachusetts,Regular,2018-07-03,2018-07-03,10.00,30.00,20.00,40.00,16.00,25.00,4.00,12.00,41.00,15.00,3432,2018-07-01
405,705,Small Market,South,1,Leaves,Herbal Tea,Lemon,Oklahoma,Decaf,2015-06-20,2015-06-20,120.00,190.00,60.00,310.00,133.00,184.00,120.00,47.00,314.00,140.00,3433,2015-06-01
469,554,Major Market,South,1,Beans,Coffee,Decaf Irish Cream,Texas,Decaf,2018-09-23,2018-09-23,60.00,90.00,70.00,150.00,52.00,68.00,17.00,54.00,119.00,27.00,3434,2018-09-01
608,717,Small Market,Central,1,Beans,Coffee,Colombian,Wisconsin,Regular,2015-09-17,2015-09-17,130.00,180.00,60.00,310.00,124.00,173.00,112.00,44.00,294.00,131.00,3435,2015-09-01
845,598,Major Market,East,1,Leaves,Tea,Green Tea,New York,Regular,2018-12-08,2018-12-08,100.00,160.00,130.00,260.00,100.00,145.00,28.00,145.00,243.00,37.00,3436,2018-12-01
702,927,Small Market,West,1,Leaves,Herbal Tea,Chamomile,Nevada,Decaf,2015-06-20,2015-06-20,140.00,220.00,70.00,360.00,173.00,239.00,156.00,68.00,408.00,177.00,3437,2015-06-01
469,598,Major Market,South,1,Beans,Espresso,Decaf Espresso,Texas,Decaf,2018-09-23,2018-09-23,80.00,130.00,110.00,210.00,100.00,145.00,28.00,145.00,243.00,37.00,3438,2018-09-01
712,808,Small Market,Central,1,Beans,Espresso,Caffe Mocha,Iowa,Regular,2015-09-30,2015-09-30,20.00,30.00,20.00,50.00,20.00,29.00,5.00,18.00,49.00,15.00,3439,2015-09-01
805,941,Major Market,West,1,Leaves,Tea,Darjeeling,California,Regular,2018-12-08,2018-12-08,80.00,120.00,100.00,200.00,123.00,178.00,34.00,184.00,298.00,42.00,3440,2018-12-01
971,826,Small Market,West,1,Leaves,Herbal Tea,Chamomile,Oregon,Decaf,2015-06-20,2015-06-20,20.00,30.00,30.00,50.00,25.00,37.00,7.00,26.00,61.00,17.00,3441,2015-06-01
530,3139,Major Market,West,1,Beans,Coffee,Decaf Irish Cream,California,Decaf,2016-12-04,2016-12-04,240.00,-40.00,-140.00,200.00,196.00,-30.00,64.00,-189.00,165.00,100.00,3442,2016-12-01
660,894,Small Market,Central,1,Beans,Espresso,Caffe Mocha,Missouri,Regular,2015-09-12,2015-09-12,40.00,60.00,40.00,100.00,35.00,52.00,9.00,44.00,86.00,19.00,3443,2015-09-01
760,598,Major Market,West,1,Leaves,Tea,Earl Grey,California,Regular,2018-12-08,2018-12-08,60.00,100.00,90.00,160.00,100.00,145.00,28.00,145.00,243.00,37.00,3444,2018-12-01
435,322,Small Market,West,1,Leaves,Herbal Tea,Chamomile,Utah,Decaf,2015-06-20,2015-06-20,50.00,80.00,60.00,130.00,61.00,90.00,19.00,68.00,150.00,38.00,3445,2015-06-01
909,1714,Major Market,West,1,Beans,Espresso,Decaf Espresso,California,Decaf,2016-12-04,2016-12-04,280.00,370.00,250.00,650.00,295.00,392.00,97.00,362.00,681.00,121.00,3446,2016-12-01
715,1081,Small Market,Central,1,Beans,Espresso,Caffe Mocha,Wisconsin,Regular,2018-02-20,2018-02-20,90.00,130.00,90.00,220.00,86.00,103.00,26.00,77.00,187.00,44.00,3447,2018-02-01
650,662,Major Market,West,1,Leaves,Tea,Green Tea,California,Regular,2018-12-05,2018-12-05,30.00,50.00,20.00,80.00,52.00,79.00,17.00,41.00,130.00,46.00,3448,2018-12-01
253,1139,Small Market,West,1,Leaves,Herbal Tea,Chamomile,Washington,Decaf,2015-06-20,2015-06-20,70.00,120.00,80.00,190.00,90.00,135.00,29.00,104.00,223.00,56.00,3449,2015-06-01
720,941,Major Market,Central,1,Beans,Coffee,Amaretto,Colorado,Regular,2016-12-04,2016-12-04,130.00,180.00,140.00,310.00,123.00,178.00,34.00,184.00,298.00,42.00,3450,2016-12-01
603,329,Small Market,East,1,Beans,Coffee,Amaretto,New Hampshire,Regular,2018-02-20,2018-02-20,50.00,90.00,70.00,140.00,61.00,90.00,19.00,68.00,150.00,38.00,3451,2018-02-01
641,602,Small Market,Central,1,Beans,Coffee,Decaf Irish Cream,Iowa,Decaf,2018-12-05,2018-12-05,10.00,20.00,10.00,30.00,14.00,18.00,4.00,1.00,32.00,16.00,3452,2018-12-01
775,1167,Small Market,West,1,Leaves,Herbal Tea,Lemon,Nevada,Decaf,2015-06-20,2015-06-20,160.00,250.00,170.00,410.00,196.00,271.00,64.00,225.00,463.00,100.00,3453,2015-06-01
