order_month,product_line,product_type,product,market,state,market_size,type,sales,cogs,total_expenses,profit,marketing,budget_sales,budget_cogs,budget_profit
2016-06-01,Beans,Espresso,Caffe Mocha,South,Oklahoma,Small Market,Regular,44.00,18.00,15.00,14.00,5.00,30.00,10.00,20.00
2018-04-01,Leaves,Herbal Tea,Lemon,Central,Illinois,Major Market,Decaf,188.00,83.00,37.00,92.00,27.00,160.00,70.00,60.00
2016-06-01,Beans,Coffee,Amaretto,West,Oregon,Small Market,Regular,106.00,44.00,64.00,-8.00,40.00,130.00,50.00,30.00
2016-06-01,Beans,Coffee,Amaretto,West,Utah,Small Market,Regular,141.00,65.00,38.00,50.00,20.00,170.00,80.00,60.00
2018-02-01,Beans,Espresso,Decaf Espresso,East,Connecticut,Small Market,Decaf,219.00,94.00,80.00,56.00,30.00,210.00,80.00,70.00
2018-09-01,Beans,Coffee,Colombian,West,Nevada,Small Market,Regular,81.00,36.00,43.00,0.00,13.00,100.00,40.00,20.00
2015-06-01,Beans,Coffee,Decaf Irish Cream,South,New Mexico,Small Market,Decaf,135.00,98.00,49.00,-21.00,30.00,170.00,120.00,10.00
2015-06-01,Beans,Coffee,Decaf Irish Cream,South,Oklahoma,Small Market,Decaf,70.00,29.00,19.00,30.00,8.00,80.00,30.00,40.00
2017-04-01,Leaves,Herbal Tea,Lemon,East,Florida,Major Market,Decaf,132.00,59.00,51.00,26.00,22.00,100.00,40.00,30.00
2015-06-01,Beans,Espresso,Decaf Espresso,South,Louisiana,Small Market,Decaf,109.00,45.00,34.00,39.00,14.00,90.00,30.00,40.00
2015-12-01,Beans,Espresso,Caffe Latte,West,Nevada,Small Market,Regular,86.00,0.00,21.00,87.00,0.00,80.00,0.00,60.00
2016-10-01,Beans,Espresso,Decaf Espresso,South,New Mexico,Small Market,Decaf,91.00,39.00,36.00,19.00,12.00,70.00,30.00,10.00
2016-08-01,Leaves,Herbal Tea,Lemon,East,New York,Major Market,Decaf,663.00,271.00,126.00,363.00,102.00,520.00,200.00,220.00
2015-12-01,Beans,Espresso,Caffe Latte,West,Oregon,Small Market,Regular,228.00,102.00,97.00,32.00,38.00,220.00,80.00,60.00
2016-10-01,Beans,Espresso,Decaf Espresso,South,Oklahoma,Small Market,Decaf,233.00,94.00,58.00,109.00,31.00,200.00,80.00,80.00
2015-08-01,Beans,Espresso,Caffe Latte,West,Utah,Small Market,Regular,88.00,36.00,20.00,43.00,10.00,80.00,30.00,40.00
2016-10-01,Beans,Coffee,Decaf Irish Cream,West,Nevada,Small Market,Decaf,67.00,31.00,29.00,8.00,9.00,80.00,30.00,30.00
2015-08-01,Beans,Espresso,Caffe Latte,West,Washington,Small Market,Regular,109.00,48.00,26.00,47.00,15.00,100.00,40.00,40.00
2018-11-01,Leaves,Herbal Tea,Chamomile,Central,Missouri,Small Market,Decaf,380.00,156.00,219.00,-16.00,141.00,310.00,110.00,60.00
2016-04-01,Leaves,Herbal Tea,Chamomile,Central,Wisconsin,Small Market,Decaf,124.00,47.00,35.00,55.00,14.00,110.00,40.00,50.00
2018-09-01,Leaves,Herbal Tea,Lemon,Central,Missouri,Small Market,Decaf,140.00,116.00,54.00,-46.00,35.00,120.00,90.00,0.00
2018-09-01,Leaves,Herbal Tea,Lemon,Central,Wisconsin,Small Market,Decaf,143.00,59.00,25.00,80.00,16.00,120.00,50.00,60.00
2018-02-01,Leaves,Herbal Tea,Lemon,East,New Hampshire,Small Market,Decaf,81.00,36.00,43.00,0.00,13.00,60.00,20.00,10.00
2018-02-01,Leaves,Herbal Tea,Mint,East,Connecticut,Small Market,Decaf,141.00,65.00,38.00,50.00,20.00,110.00,40.00,50.00
2018-12-01,Leaves,Herbal Tea,Lemon,Central,Missouri,Small Market,Decaf,135.00,98.00,49.00,-21.00,30.00,110.00,80.00,0.00
2015-12-01,Leaves,Herbal Tea,Lemon,East,Connecticut,Small Market,Decaf,338.00,153.00,116.00,90.00,57.00,260.00,100.00,80.00
2018-11-01,Leaves,Herbal Tea,Lemon,East,New Hampshire,Small Market,Decaf,80.00,36.00,43.00,-1.00,13.00,60.00,20.00,10.00
2018-11-01,Leaves,Herbal Tea,Mint,East,Connecticut,Small Market,Decaf,147.00,68.00,39.00,52.00,21.00,110.00,50.00,40.00
2018-11-01,Leaves,Herbal Tea,Chamomile,South,Louisiana,Small Market,Decaf,110.00,48.00,26.00,48.00,15.00,100.00,40.00,40.00
2018-11-01,Leaves,Herbal Tea,Chamomile,South,New Mexico,Small Market,Decaf,49.00,20.00,16.00,17.00,5.00,40.00,10.00,20.00
2018-11-01,Leaves,Herbal Tea,Chamomile,South,Oklahoma,Small Market,Decaf,129.00,58.00,51.00,23.00,22.00,120.00,50.00,20.00
2016-05-01,Leaves,Herbal Tea,Lemon,South,New Mexico,Small Market,Decaf,67.00,31.00,28.00,10.00,9.00,60.00,20.00,20.00
2016-05-01,Leaves,Herbal Tea,Lemon,South,Oklahoma,Small Market,Decaf,219.00,92.00,104.00,23.00,83.00,210.00,80.00,40.00
2015-01-01,Leaves,Herbal Tea,Chamomile,West,Utah,Small Market,Decaf,124.00,51.00,37.00,47.00,16.00,110.00,40.00,40.00
2016-06-01,Leaves,Herbal Tea,Chamomile,West,Washington,Small Market,Decaf,273.00,110.00,62.00,135.00,36.00,240.00,90.00,100.00
2016-06-01,Leaves,Herbal Tea,Lemon,West,Nevada,Small Market,Decaf,461.00,195.00,102.00,221.00,64.00,400.00,160.00,160.00
2015-07-01,Leaves,Herbal Tea,Lemon,West,Oregon,Small Market,Decaf,98.00,43.00,24.00,41.00,14.00,80.00,30.00,30.00
2015-07-01,Leaves,Herbal Tea,Lemon,West,Utah,Small Market,Decaf,131.00,52.00,45.00,44.00,17.00,110.00,40.00,40.00
2015-12-01,Leaves,Herbal Tea,Lemon,West,Washington,Small Market,Decaf,98.00,40.00,21.00,50.00,11.00,80.00,30.00,50.00
2015-12-01,Leaves,Herbal Tea,Mint,West,Nevada,Small Market,Decaf,309.00,127.00,60.00,167.00,40.00,270.00,100.00,120.00
2017-05-01,Leaves,Herbal Tea,Mint,West,Utah,Small Market,Decaf,135.00,98.00,49.00,-21.00,30.00,110.00,80.00,-10.00
2017-05-01,Leaves,Tea,Darjeeling,Central,Iowa,Small Market,Regular,516.00,260.00,89.00,228.00,72.00,450.00,220.00,150.00
2017-05-01,Leaves,Tea,Darjeeling,Central,Missouri,Small Market,Regular,91.00,39.00,36.00,19.00,12.00,80.00,30.00,20.00
2017-02-01,Leaves,Tea,Darjeeling,Central,Wisconsin,Small Market,Regular,109.00,45.00,35.00,37.00,14.00,90.00,30.00,30.00
2017-02-01,Leaves,Tea,Earl Grey,Central,Iowa,Small Market,Regular,584.00,265.00,125.00,262.00,100.00,510.00,220.00,170.00
2017-02-01,Leaves,Tea,Earl Grey,Central,Missouri,Small Market,Regular,75.00,34.00,43.00,-6.00,12.00,60.00,20.00,0.00
2017-02-01,Leaves,Tea,Earl Grey,Central,Wisconsin,Small Market,Regular,153.00,64.00,82.00,3.00,58.00,130.00,50.00,10.00
2017-10-01,Leaves,Tea,Green Tea,Central,Missouri,Small Market,Regular,162.00,70.00,90.00,-7.00,25.00,110.00,40.00,10.00
2018-03-01,Leaves,Tea,Darjeeling,East,Connecticut,Small Market,Regular,108.00,44.00,21.00,58.00,12.00,110.00,40.00,50.00
2015-07-01,Leaves,Tea,Green Tea,East,Connecticut,Small Market,Regular,56.00,23.00,16.00,23.00,6.00,60.00,20.00,30.00
2015-06-01,Leaves,Tea,Green Tea,East,New Hampshire,Small Market,Regular,43.00,0.00,10.00,44.00,0.00,40.00,0.00,30.00
2015-06-01,Leaves,Tea,Darjeeling,West,Nevada,Small Market,Regular,607.00,263.00,110.00,319.00,86.00,410.00,170.00,170.00
2015-06-01,Leaves,Tea,Darjeeling,West,Oregon,Small Market,Regular,49.00,20.00,16.00,17.00,5.00,30.00,10.00,20.00
2015-06-01,Leaves,Tea,Darjeeling,West,Utah,Small Market,Regular,103.00,43.00,64.00,-11.00,39.00,70.00,20.00,10.00
2015-06-01,Leaves,Tea,Darjeeling,West,Washington,Small Market,Regular,129.00,48.00,35.00,61.00,14.00,80.00,30.00,30.00
2015-06-01,Leaves,Tea,Earl Grey,West,Nevada,Small Market,Regular,967.00,471.00,174.00,416.00,131.00,650.00,320.00,200.00
2016-07-01,Leaves,Tea,Earl Grey,West,Oregon,Small Market,Regular,233.00,94.00,58.00,109.00,31.00,150.00,60.00,50.00
2018-12-01,Leaves,Tea,Earl Grey,West,Utah,Small Market,Regular,186.00,80.00,74.00,38.00,25.00,120.00,40.00,40.00
2015-05-01,Leaves,Tea,Green Tea,West,Nevada,Small Market,Regular,18.00,265.00,124.00,-524.00,100.00,0.00,170.00,-250.00
2018-10-01,Leaves,Herbal Tea,Mint,East,Florida,Major Market,Decaf,175.00,81.00,44.00,68.00,25.00,130.00,60.00,40.00
2018-10-01,Leaves,Tea,Green Tea,West,Oregon,Small Market,Regular,271.00,114.00,54.00,139.00,35.00,180.00,70.00,70.00
2015-10-01,Leaves,Tea,Green Tea,West,Utah,Small Market,Regular,75.00,34.00,42.00,-4.00,12.00,50.00,20.00,10.00
2018-10-01,Leaves,Herbal Tea,Mint,East,New York,Major Market,Decaf,196.00,244.00,90.00,-197.00,75.00,150.00,180.00,-100.00
2017-12-01,Leaves,Tea,Green Tea,West,Washington,Small Market,Regular,153.00,64.00,82.00,3.00,58.00,100.00,40.00,10.00
2018-10-01,Leaves,Herbal Tea,Chamomile,South,Texas,Major Market,Decaf,117.00,50.00,41.00,33.00,16.00,110.00,40.00,40.00
2017-07-01,Beans,Coffee,Decaf Irish Cream,Central,Colorado,Major Market,Decaf,298.00,123.00,43.00,182.00,34.00,310.00,130.00,140.00
2018-10-01,Leaves,Herbal Tea,Lemon,South,Texas,Major Market,Decaf,92.00,38.00,33.00,28.00,12.00,90.00,30.00,30.00
2018-04-01,Beans,Coffee,Decaf Irish Cream,Central,Illinois,Major Market,Decaf,342.00,141.00,64.00,186.00,45.00,360.00,140.00,160.00
2018-04-01,Beans,Coffee,Decaf Irish Cream,Central,Ohio,Major Market,Decaf,106.00,44.00,64.00,-8.00,40.00,110.00,40.00,20.00
2018-03-01,Leaves,Herbal Tea,Lemon,West,California,Major Market,Decaf,527.00,244.00,89.00,265.00,75.00,460.00,200.00,190.00
2018-04-01,Beans,Espresso,Decaf Espresso,Central,Colorado,Major Market,Decaf,134.00,54.00,45.00,46.00,17.00,150.00,60.00,50.00
2017-11-01,Beans,Espresso,Decaf Espresso,West,Nevada,Small Market,Decaf,49.00,20.00,15.00,18.00,5.00,40.00,10.00,20.00
2018-04-01,Beans,Espresso,Decaf Espresso,Central,Illinois,Major Market,Decaf,516.00,260.00,90.00,226.00,72.00,610.00,300.00,210.00
2018-01-01,Beans,Espresso,Decaf Espresso,West,Oregon,Small Market,Decaf,295.00,149.00,61.00,115.00,41.00,280.00,140.00,90.00
2018-04-01,Beans,Espresso,Decaf Espresso,Central,Ohio,Major Market,Decaf,114.00,51.00,48.00,17.00,19.00,130.00,50.00,30.00
2018-03-01,Leaves,Tea,Darjeeling,Central,Illinois,Major Market,Regular,228.00,94.00,34.00,137.00,26.00,200.00,80.00,90.00
2016-11-01,Beans,Espresso,Decaf Espresso,West,Utah,Small Market,Decaf,214.00,84.00,43.00,113.00,23.00,180.00,60.00,100.00
2018-03-01,Leaves,Tea,Darjeeling,Central,Ohio,Major Market,Regular,559.00,225.00,126.00,281.00,73.00,490.00,180.00,190.00
2015-06-01,Beans,Espresso,Decaf Espresso,West,Washington,Small Market,Decaf,168.00,78.00,42.00,65.00,24.00,160.00,70.00,60.00
2017-08-01,Beans,Espresso,Decaf Espresso,East,Florida,Major Market,Decaf,210.00,91.00,54.00,87.00,30.00,200.00,80.00,80.00
2018-03-01,Leaves,Tea,Earl Grey,Central,Colorado,Major Market,Regular,116.00,53.00,34.00,37.00,16.00,100.00,40.00,30.00
2015-09-01,Beans,Coffee,Amaretto,Central,Iowa,Small Market,Regular,49.00,20.00,16.00,17.00,5.00,50.00,20.00,20.00
2017-08-01,Beans,Coffee,Decaf Irish Cream,South,Texas,Major Market,Decaf,188.00,83.00,36.00,94.00,27.00,230.00,100.00,100.00
2018-03-01,Leaves,Tea,Earl Grey,Central,Illinois,Major Market,Regular,134.00,54.00,45.00,46.00,17.00,110.00,40.00,30.00
2018-03-01,Leaves,Tea,Earl Grey,Central,Ohio,Major Market,Regular,279.00,118.00,55.00,145.00,36.00,240.00,100.00,90.00
2017-08-01,Beans,Espresso,Decaf Espresso,South,Texas,Major Market,Decaf,456.00,188.00,69.00,272.00,52.00,380.00,160.00,180.00
2015-06-01,Leaves,Herbal Tea,Chamomile,South,Louisiana,Small Market,Decaf,110.00,48.00,25.00,50.00,15.00,100.00,40.00,40.00
2018-10-01,Beans,Coffee,Colombian,Central,Wisconsin,Small Market,Regular,219.00,92.00,104.00,23.00,83.00,230.00,90.00,40.00
2018-11-01,Beans,Espresso,Caffe Mocha,Central,Iowa,Small Market,Regular,49.00,20.00,16.00,17.00,5.00,50.00,20.00,20.00
2015-12-01,Leaves,Herbal Tea,Chamomile,South,Oklahoma,Small Market,Decaf,132.00,59.00,51.00,26.00,22.00,130.00,50.00,30.00
2016-11-01,Beans,Coffee,Amaretto,Central,Colorado,Major Market,Regular,274.00,113.00,39.00,167.00,31.00,280.00,110.00,130.00
2016-08-01,Beans,Espresso,Caffe Mocha,Central,Missouri,Small Market,Regular,108.00,44.00,22.00,57.00,12.00,120.00,50.00,50.00
2017-01-01,Leaves,Tea,Earl Grey,East,New York,Major Market,Regular,274.00,113.00,39.00,167.00,31.00,290.00,110.00,140.00
2016-11-01,Beans,Coffee,Amaretto,Central,Ohio,Major Market,Regular,117.00,50.00,41.00,33.00,16.00,120.00,50.00,40.00
2016-08-01,Beans,Espresso,Caffe Mocha,Central,Wisconsin,Small Market,Regular,168.00,78.00,42.00,65.00,24.00,200.00,90.00,70.00
2016-12-01,Leaves,Herbal Tea,Lemon,South,New Mexico,Small Market,Decaf,137.00,61.00,58.00,18.00,17.00,110.00,50.00,20.00
2016-10-01,Leaves,Tea,Green Tea,East,Florida,Major Market,Regular,143.00,59.00,25.00,80.00,16.00,150.00,60.00,70.00
2016-08-01,Beans,Coffee,Amaretto,East,New Hampshire,Small Market,Regular,124.00,51.00,36.00,48.00,16.00,110.00,40.00,40.00
2016-12-01,Leaves,Herbal Tea,Lemon,South,Oklahoma,Small Market,Decaf,262.00,110.00,120.00,35.00,100.00,250.00,100.00,40.00
2015-07-01,Leaves,Tea,Green Tea,East,Massachusetts,Major Market,Regular,44.00,18.00,15.00,14.00,5.00,40.00,10.00,20.00
2016-12-01,Leaves,Herbal Tea,Chamomile,West,Nevada,Small Market,Decaf,342.00,144.00,153.00,51.00,131.00,300.00,120.00,50.00
2015-07-01,Leaves,Tea,Green Tea,East,New York,Major Market,Regular,228.00,94.00,34.00,137.00,26.00,240.00,90.00,120.00
2018-07-01,Leaves,Herbal Tea,Chamomile,West,Oregon,Small Market,Decaf,68.00,28.00,18.00,30.00,7.00,60.00,20.00,40.00
2015-07-01,Leaves,Tea,Darjeeling,West,California,Major Market,Regular,274.00,113.00,40.00,166.00,31.00,180.00,70.00,90.00
2015-11-01,Beans,Espresso,Caffe Mocha,Central,Ohio,Major Market,Regular,288.00,145.00,60.00,112.00,40.00,340.00,160.00,120.00
2015-08-01,Leaves,Herbal Tea,Chamomile,West,Utah,Small Market,Decaf,137.00,56.00,37.00,58.00,17.00,120.00,40.00,50.00
2015-05-01,Leaves,Tea,Earl Grey,West,California,Major Market,Regular,228.00,94.00,35.00,135.00,26.00,150.00,60.00,80.00
2015-11-01,Beans,Coffee,Colombian,East,Florida,Major Market,Regular,283.00,114.00,63.00,144.00,37.00,270.00,100.00,120.00
2016-08-01,Leaves,Herbal Tea,Chamomile,West,Washington,Small Market,Decaf,230.00,92.00,57.00,109.00,30.00,200.00,70.00,90.00
2018-09-01,Leaves,Tea,Green Tea,West,California,Major Market,Regular,134.00,54.00,46.00,44.00,17.00,90.00,30.00,30.00
2015-11-01,Beans,Coffee,Colombian,East,Massachusetts,Major Market,Regular,659.00,52.00,46.00,778.00,17.00,630.00,40.00,560.00
2016-08-01,Leaves,Herbal Tea,Lemon,West,Nevada,Small Market,Decaf,474.00,200.00,104.00,229.00,66.00,420.00,170.00,170.00
2018-10-01,Beans,Espresso,Caffe Latte,South,Louisiana,Small Market,Regular,252.00,102.00,146.00,-12.00,91.00,190.00,80.00,0.00
2017-01-01,Beans,Coffee,Colombian,East,New York,Major Market,Regular,904.00,364.00,166.00,511.00,127.00,860.00,340.00,370.00
2017-03-01,Leaves,Herbal Tea,Lemon,West,Oregon,Small Market,Decaf,98.00,43.00,24.00,41.00,14.00,80.00,30.00,30.00
2016-05-01,Beans,Espresso,Caffe Latte,South,New Mexico,Small Market,Regular,88.00,40.00,45.00,1.00,15.00,70.00,30.00,10.00
2017-01-01,Beans,Espresso,Caffe Mocha,East,Florida,Major Market,Regular,294.00,124.00,131.00,44.00,112.00,290.00,110.00,60.00
2017-03-01,Leaves,Herbal Tea,Lemon,West,Utah,Small Market,Decaf,155.00,62.00,48.00,58.00,20.00,130.00,50.00,50.00
2016-05-01,Beans,Espresso,Caffe Latte,South,Oklahoma,Small Market,Regular,333.00,141.00,62.00,177.00,43.00,280.00,120.00,110.00
2015-09-01,Leaves,Herbal Tea,Lemon,West,Washington,Small Market,Decaf,106.00,43.00,22.00,55.00,12.00,90.00,30.00,50.00
2015-01-01,Beans,Espresso,Decaf Espresso,Central,Iowa,Small Market,Decaf,43.00,0.00,11.00,43.00,0.00,50.00,0.00,40.00
2015-09-01,Leaves,Herbal Tea,Mint,West,Nevada,Small Market,Decaf,342.00,141.00,63.00,188.00,45.00,300.00,120.00,130.00
2015-11-01,Beans,Espresso,Caffe Mocha,South,New Mexico,Small Market,Regular,140.00,59.00,77.00,-1.00,53.00,120.00,50.00,0.00
2015-09-01,Leaves,Herbal Tea,Mint,West,Utah,Small Market,Decaf,140.00,116.00,54.00,-46.00,35.00,120.00,90.00,-10.00
2015-11-01,Beans,Espresso,Caffe Mocha,South,Oklahoma,Small Market,Regular,44.00,18.00,16.00,12.00,5.00,30.00,10.00,20.00
2017-05-01,Beans,Espresso,Regular Espresso,East,New York,Major Market,Regular,541.00,266.00,91.00,251.00,74.00,530.00,250.00,190.00
2015-09-01,Leaves,Tea,Darjeeling,Central,Iowa,Small Market,Regular,516.00,260.00,90.00,226.00,72.00,450.00,220.00,150.00
2015-11-01,Beans,Coffee,Amaretto,West,Oregon,Small Market,Regular,94.00,39.00,61.00,-14.00,36.00,110.00,40.00,20.00
2015-09-01,Leaves,Tea,Darjeeling,Central,Missouri,Small Market,Regular,95.00,41.00,38.00,19.00,13.00,80.00,30.00,20.00
2015-11-01,Beans,Coffee,Amaretto,West,Utah,Small Market,Regular,282.00,125.00,78.00,97.00,38.00,360.00,160.00,150.00
2018-02-01,Beans,Coffee,Decaf Irish Cream,South,Louisiana,Small Market,Decaf,143.00,59.00,25.00,80.00,16.00,180.00,70.00,90.00
2015-09-01,Leaves,Tea,Darjeeling,Central,Wisconsin,Small Market,Regular,98.00,40.00,33.00,33.00,12.00,80.00,30.00,20.00
2018-03-01,Beans,Coffee,Decaf Irish Cream,South,New Mexico,Small Market,Decaf,140.00,116.00,55.00,-47.00,35.00,170.00,140.00,-20.00
2015-05-01,Beans,Espresso,Caffe Mocha,South,Texas,Major Market,Regular,254.00,104.00,37.00,155.00,29.00,220.00,80.00,120.00
2015-09-01,Leaves,Tea,Earl Grey,Central,Iowa,Small Market,Regular,1179.00,516.00,253.00,529.00,195.00,980.00,430.00,310.00
2018-03-01,Beans,Coffee,Decaf Irish Cream,South,Oklahoma,Small Market,Decaf,59.00,24.00,16.00,26.00,6.00,70.00,30.00,30.00
2017-03-01,Beans,Espresso,Decaf Espresso,South,Louisiana,Small Market,Decaf,226.00,89.00,70.00,82.00,27.00,170.00,60.00,60.00
2018-11-01,Beans,Coffee,Amaretto,West,California,Major Market,Regular,86.00,154.00,66.00,-190.00,49.00,100.00,190.00,-150.00
2017-05-01,Leaves,Tea,Earl Grey,Central,Wisconsin,Small Market,Regular,127.00,53.00,72.00,-3.00,48.00,110.00,40.00,10.00
2017-03-01,Beans,Espresso,Decaf Espresso,South,New Mexico,Small Market,Decaf,95.00,41.00,38.00,19.00,13.00,80.00,30.00,20.00
2018-11-01,Beans,Coffee,Colombian,West,California,Major Market,Regular,904.00,364.00,166.00,511.00,127.00,1140.00,450.00,530.00
2016-10-01,Beans,Espresso,Caffe Latte,West,California,Major Market,Regular,527.00,266.00,92.00,230.00,74.00,510.00,250.00,170.00
2017-03-01,Beans,Espresso,Decaf Espresso,South,Oklahoma,Small Market,Decaf,276.00,111.00,63.00,137.00,36.00,230.00,90.00,90.00
2016-10-01,Beans,Espresso,Caffe Mocha,West,California,Major Market,Regular,384.00,162.00,167.00,62.00,147.00,370.00,150.00,60.00
2016-10-01,Leaves,Herbal Tea,Chamomile,Central,Colorado,Major Market,Decaf,288.00,145.00,60.00,112.00,40.00,250.00,120.00,80.00
2016-08-01,Beans,Coffee,Decaf Irish Cream,West,Oregon,Small Market,Decaf,92.00,38.00,33.00,28.00,12.00,110.00,40.00,40.00
2017-03-01,Leaves,Tea,Green Tea,East,Connecticut,Small Market,Regular,51.00,20.00,15.00,21.00,5.00,50.00,20.00,20.00
2016-08-01,Beans,Coffee,Decaf Irish Cream,West,Utah,Small Market,Decaf,167.00,76.00,57.00,44.00,28.00,210.00,90.00,70.00
2015-10-01,Leaves,Herbal Tea,Chamomile,Central,Illinois,Major Market,Decaf,254.00,104.00,38.00,153.00,29.00,220.00,80.00,120.00
2017-03-01,Leaves,Tea,Green Tea,East,New Hampshire,Small Market,Regular,43.00,0.00,10.00,44.00,0.00,40.00,0.00,30.00
2016-08-01,Beans,Coffee,Decaf Irish Cream,West,Washington,Small Market,Decaf,262.00,110.00,121.00,33.00,100.00,330.00,130.00,90.00
2015-10-01,Leaves,Herbal Tea,Chamomile,Central,Ohio,Major Market,Decaf,44.00,18.00,16.00,12.00,5.00,30.00,10.00,20.00
2016-11-01,Beans,Espresso,Caffe Latte,West,Utah,Small Market,Regular,95.00,39.00,20.00,50.00,10.00,90.00,30.00,50.00
2018-04-01,Beans,Espresso,Decaf Espresso,West,Nevada,Small Market,Decaf,53.00,21.00,16.00,21.00,5.00,50.00,20.00,20.00
2015-10-01,Leaves,Herbal Tea,Lemon,Central,Colorado,Major Market,Decaf,94.00,39.00,61.00,-14.00,36.00,80.00,30.00,0.00
2018-09-01,Leaves,Tea,Darjeeling,West,Oregon,Small Market,Regular,44.00,18.00,16.00,12.00,5.00,20.00,10.00,10.00
2017-09-01,Beans,Espresso,Caffe Latte,West,Washington,Small Market,Regular,114.00,50.00,27.00,50.00,16.00,110.00,40.00,50.00
2018-04-01,Beans,Espresso,Decaf Espresso,West,Oregon,Small Market,Decaf,295.00,149.00,61.00,115.00,41.00,280.00,140.00,90.00
2017-03-01,Beans,Espresso,Caffe Mocha,West,Nevada,Small Market,Regular,60.00,25.00,18.00,23.00,7.00,50.00,20.00,20.00
2018-04-01,Beans,Espresso,Decaf Espresso,West,Utah,Small Market,Decaf,91.00,37.00,20.00,47.00,10.00,80.00,30.00,40.00
2015-09-01,Beans,Espresso,Caffe Mocha,West,Oregon,Small Market,Regular,109.00,47.00,40.00,28.00,15.00,100.00,40.00,30.00
2018-12-01,Leaves,Tea,Earl Grey,West,Nevada,Small Market,Regular,516.00,260.00,89.00,228.00,72.00,350.00,170.00,120.00
2015-09-01,Beans,Espresso,Caffe Mocha,West,Utah,Small Market,Regular,105.00,46.00,26.00,44.00,15.00,100.00,40.00,40.00
2015-10-01,Leaves,Herbal Tea,Lemon,Central,Ohio,Major Market,Decaf,56.00,23.00,17.00,22.00,6.00,50.00,10.00,40.00
2018-12-01,Beans,Espresso,Caffe Mocha,West,Washington,Small Market,Regular,132.00,59.00,52.00,25.00,22.00,120.00,50.00,20.00
2015-10-01,Leaves,Herbal Tea,Mint,Central,Colorado,Major Market,Decaf,109.00,47.00,39.00,29.00,15.00,90.00,40.00,20.00
2018-12-01,Leaves,Herbal Tea,Chamomile,Central,Iowa,Small Market,Decaf,672.00,291.00,120.00,356.00,96.00,590.00,250.00,240.00
2017-12-01,Beans,Coffee,Colombian,Central,Iowa,Small Market,Regular,69.00,32.00,28.00,11.00,9.00,70.00,30.00,20.00
2015-10-01,Leaves,Herbal Tea,Mint,Central,Illinois,Major Market,Decaf,309.00,127.00,43.00,192.00,35.00,270.00,100.00,150.00
2018-03-01,Beans,Coffee,Colombian,Central,Missouri,Small Market,Regular,356.00,155.00,121.00,95.00,58.00,340.00,150.00,110.00
2015-08-01,Leaves,Herbal Tea,Chamomile,East,Florida,Major Market,Decaf,114.00,50.00,27.00,50.00,16.00,80.00,30.00,30.00
2018-11-01,Leaves,Tea,Green Tea,West,Nevada,Small Market,Regular,37.00,271.00,126.00,-509.00,102.00,0.00,170.00,-250.00
2018-09-01,Leaves,Herbal Tea,Lemon,East,Florida,Major Market,Decaf,132.00,59.00,51.00,26.00,22.00,100.00,40.00,30.00
2018-07-01,Beans,Espresso,Caffe Mocha,Central,Iowa,Small Market,Regular,53.00,21.00,16.00,21.00,5.00,60.00,20.00,30.00
2018-11-01,Leaves,Tea,Green Tea,West,Utah,Small Market,Regular,125.00,55.00,83.00,-26.00,20.00,80.00,30.00,10.00
2018-04-01,Leaves,Herbal Tea,Mint,East,Florida,Major Market,Decaf,187.00,86.00,45.00,76.00,26.00,140.00,60.00,50.00
2018-03-01,Beans,Coffee,Decaf Irish Cream,Central,Illinois,Major Market,Decaf,373.00,154.00,67.00,207.00,49.00,390.00,160.00,170.00
2017-04-01,Leaves,Herbal Tea,Mint,East,New York,Major Market,Decaf,196.00,260.00,95.00,-226.00,80.00,150.00,190.00,-110.00
2016-07-01,Leaves,Herbal Tea,Lemon,East,New Hampshire,Small Market,Decaf,81.00,36.00,43.00,0.00,13.00,60.00,20.00,10.00
2017-07-01,Beans,Coffee,Colombian,East,Connecticut,Small Market,Regular,538.00,207.00,126.00,265.00,67.00,480.00,180.00,210.00
2017-01-01,Leaves,Herbal Tea,Chamomile,South,Texas,Major Market,Decaf,109.00,47.00,40.00,28.00,15.00,100.00,40.00,30.00
2016-07-01,Leaves,Herbal Tea,Mint,East,Connecticut,Small Market,Decaf,276.00,122.00,77.00,95.00,37.00,200.00,80.00,80.00
2017-07-01,Beans,Coffee,Colombian,East,New Hampshire,Small Market,Regular,285.00,110.00,94.00,100.00,35.00,240.00,90.00,90.00
2017-05-01,Leaves,Herbal Tea,Lemon,South,Texas,Major Market,Decaf,205.00,80.00,67.00,72.00,24.00,180.00,70.00,60.00
2015-11-01,Leaves,Herbal Tea,Chamomile,South,Louisiana,Small Market,Decaf,105.00,46.00,26.00,44.00,15.00,100.00,40.00,40.00
2017-08-01,Beans,Espresso,Caffe Mocha,East,Connecticut,Small Market,Regular,127.00,53.00,72.00,-3.00,48.00,120.00,50.00,10.00
2017-05-01,Leaves,Herbal Tea,Chamomile,West,California,Major Market,Decaf,309.00,127.00,43.00,192.00,35.00,270.00,100.00,150.00
2015-11-01,Leaves,Herbal Tea,Chamomile,South,New Mexico,Small Market,Decaf,60.00,25.00,18.00,23.00,7.00,50.00,20.00,20.00
2017-08-01,Beans,Espresso,Caffe Mocha,East,New Hampshire,Small Market,Regular,124.00,52.00,72.00,-6.00,47.00,120.00,40.00,20.00
2018-10-01,Beans,Espresso,Decaf Espresso,Central,Ohio,Major Market,Decaf,114.00,51.00,49.00,15.00,19.00,130.00,50.00,30.00
